name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_100_,168,100,10,7789.647128,8.120000007,8.56947873,5.535452249,2,10804.0964
Instance_168_100_,168,100,50,10814.00444,6.265,8.3545,33.35195531,2,10817.0784
Instance_168_100_,168,100,100,8198.918547,2.41085,8.85415,267.2625837,2,10832.29439
Instance_168_100_,168,100,150,6263.432941,2.879377778,9.44790693,228.1232148,2,10848.8961
Instance_168_100_,168,100,200,10086.77896,2.19875,9.4754,330.944855,2,10866.07656
Instance_270_100_,270,100,10,10803.91626,9.1995,9.663203523,5.040529632,2,10805.70701
Instance_270_100_,270,100,50,10554.30232,5.5645,10.1465,82.34342708,2,10821.43345
Instance_270_100_,270,100,100,4787.247314,3.5987,10.9234,203.5373885,2,10839.72885
Instance_270_100_,270,100,150,8509.391741,3.316033333,11.07388082,233.9496232,2,10861.12351
Instance_270_100_,270,100,200,1301.622696,1.9767,11.38325,475.8714018,2,10880.71221
Instance_500_100_,500,100,10,9211.266414,10.99650001,11.21663678,2.001880348,2,10806.53272
Instance_500_100_,500,100,50,10228.08537,6.253,11.8725,89.86886295,2,10826.23237
Instance_500_100_,500,100,100,8186.832043,3.8746,13.1852,240.2983534,2,10852.09268
Instance_500_100_,500,100,150,1227.17069,2.93798889,13.85771648,371.6735494,2,10876.19094
Instance_500_100_,500,100,200,1685.673024,3.0143,13.88765,360.7255416,2,10904.34586
Instance_900_100_,900,100,10,5697.486221,13.74350001,13.87988076,0.992329085,2,10807.9972
Instance_900_100_,900,100,50,10829.38133,7.73,14.471,87.20569211,2,10834.17186
Instance_900_100_,900,100,100,10229.5085,5.5156,15.11553903,174.050675,2,10863.57998
Instance_900_100_,900,100,150,3015.698478,3.697455556,16.79200362,354.1502493,2,10900.02689
Instance_900_100_,900,100,200,3317.863566,4.1109,16.41705,299.354156,2,10930.26044
Instance_1500_100_,1500,100,10,10501.95126,13.7875,13.87830086,0.658573793,2,10808.44279
Instance_1500_100_,1500,100,50,10361.61057,8.2745,15.7735,90.6278325,2,10841.63149
Instance_1500_100_,1500,100,100,2101.899195,5.123,18.99075,270.6958813,2,10878.73473
Instance_1500_100_,1500,100,150,2985.758983,4.751011111,19.0751277,301.4961712,2,10919.04881
Instance_1500_100_,1500,100,200,257.6194339,4.51445,49.378,993.7766505,2,10963.58135